Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"TRIP_LOAD_675_C_H_35", 0.208, 1,    82.8307,  147.9,   0.68975, 2,    82.8307,  -32.1,   0.68975, 0, 0, 0, 0
"TRIP_LOAD_675_C_H_36", 0.208, 1,    82.8307,  147.9,   0.68975, 2,    82.8307,  -32.1,   0.68975, 0, 0, 0, 0
"TRIP_LOAD_675_C_H_37", 0.208, 1,    82.8307,  147.9,   0.68975, 2,    82.8307,  -32.1,   0.68975, 0, 0, 0, 0
"TRIP_LOAD_675_C_H_38", 0.208, 1,    82.8307,  147.9,   0.68975, 2,    82.8307,  -32.1,   0.68975, 0, 0, 0, 0
"TRIP_LOAD_675_C_H_39", 0.208, 1,    82.8307,  147.9,   0.68975, 2,    82.8307,  -32.1,   0.68975, 0, 0, 0, 0
"TRIP_LOAD_675_C_H_40", 0.208, 1,    82.8307,  147.9,   0.68975, 2,    82.8307,  -32.1,   0.68975, 0, 0, 0, 0
"XFMR_METER_671_A_1", 2.4, 1,    1643.36,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_A_1", 0.208, 1,    82.1682,   27.4,   0.68423, 2,    82.1682, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_1", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_2", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_3", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_4", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_5", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_6", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_7", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_8", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"XFMR_METER_671_A_2", 2.4, 1,    1643.36,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_A_2", 0.208, 1,    82.1682,   27.4,   0.68423, 2,    82.1682, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_9", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_10", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_11", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_12", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_13", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_14", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_15", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_16", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"XFMR_METER_671_A_3", 2.4, 1,    1643.36,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_A_3", 0.208, 1,    82.1682,   27.4,   0.68423, 2,    82.1682, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_17", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_18", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_19", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_20", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_21", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_22", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_23", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_24", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"XFMR_METER_671_A_4", 2.4, 1,    1643.36,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_A_4", 0.208, 1,    82.1682,   27.4,   0.68423, 2,    82.1682, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_25", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_26", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_27", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_28", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_29", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_30", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_31", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_32", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"XFMR_METER_671_A_5", 2.4, 1,    1643.36,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_A_5", 0.208, 1,    82.1682,   27.4,   0.68423, 2,    82.1682, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_33", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_34", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_35", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_36", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_37", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_38", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_39", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"TRIP_LOAD_671_A_H_40", 0.208, 1,    82.1679,   27.4,   0.68423, 2,    82.1679, -152.6,   0.68423, 0, 0, 0, 0
"XFMR_METER_671_B_1", 2.4, 2,     1638.8,  -91.7,    1.1827, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_B_1", 0.208, 1,    81.9399,  -91.7,   0.68233, 2,    81.9399,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_1", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_2", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_3", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_4", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_5", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_6", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_7", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_8", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"XFMR_METER_671_B_2", 2.4, 2,     1638.8,  -91.7,    1.1827, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_B_2", 0.208, 1,    81.9399,  -91.7,   0.68233, 2,    81.9399,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_9", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_10", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_11", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_12", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_13", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_14", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_15", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_16", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"XFMR_METER_671_B_3", 2.4, 2,     1638.8,  -91.7,    1.1827, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_B_3", 0.208, 1,    81.9399,  -91.7,   0.68233, 2,    81.9399,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_17", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_18", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_19", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_20", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_21", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_22", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_23", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_24", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"XFMR_METER_671_B_4", 2.4, 2,     1638.8,  -91.7,    1.1827, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_B_4", 0.208, 1,    81.9399,  -91.7,   0.68233, 2,    81.9399,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_25", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_26", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_27", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_28", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_29", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_30", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_31", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_32", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"XFMR_METER_671_B_5", 2.4, 2,     1638.8,  -91.7,    1.1827, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_B_5", 0.208, 1,    81.9399,  -91.7,   0.68233, 2,    81.9399,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_33", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_34", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_35", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_36", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_37", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_38", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_39", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"TRIP_LOAD_671_B_H_40", 0.208, 1,    81.9396,  -91.7,   0.68233, 2,    81.9396,   88.3,   0.68233, 0, 0, 0, 0
"XFMR_METER_671_C_1", 2.4, 3,    1647.52,  148.1,     1.189, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_C_1", 0.208, 1,    82.3759,  148.1,   0.68596, 2,    82.3759,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_1", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_2", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_3", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_4", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_5", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_6", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_7", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_8", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"XFMR_METER_671_C_2", 2.4, 3,    1647.52,  148.1,     1.189, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_C_2", 0.208, 1,    82.3759,  148.1,   0.68596, 2,    82.3759,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_9", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_10", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_11", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_12", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_13", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_14", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_15", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_16", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"XFMR_METER_671_C_3", 2.4, 3,    1647.52,  148.1,     1.189, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_C_3", 0.208, 1,    82.3759,  148.1,   0.68596, 2,    82.3759,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_17", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_18", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_19", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_20", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_21", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_22", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_23", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_24", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"XFMR_METER_671_C_4", 2.4, 3,    1647.52,  148.1,     1.189, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_C_4", 0.208, 1,    82.3759,  148.1,   0.68596, 2,    82.3759,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_25", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_26", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_27", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_28", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_29", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_30", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_31", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_32", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"XFMR_METER_671_C_5", 2.4, 3,    1647.52,  148.1,     1.189, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_671_C_5", 0.208, 1,    82.3759,  148.1,   0.68596, 2,    82.3759,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_33", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_34", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_35", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_36", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_37", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_38", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_39", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"TRIP_LOAD_671_C_H_40", 0.208, 1,    82.3756,  148.1,   0.68596, 2,    82.3756,  -31.9,   0.68596, 0, 0, 0, 0
"XFMR_METER_680_A_1", 2.4, 1,    1643.33,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_680_A_1", 0.208, 1,    82.1663,   27.4,   0.68421, 2,    82.1663, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_1", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_2", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_3", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_4", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_5", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_6", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_7", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_8", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"XFMR_METER_680_A_2", 2.4, 1,    1643.33,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_680_A_2", 0.208, 1,    82.1663,   27.4,   0.68421, 2,    82.1663, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_9", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_10", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_11", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_12", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_13", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_14", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_15", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_16", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"XFMR_METER_680_A_3", 2.4, 1,    1643.33,   27.4,     1.186, 0, 0, 0, 0, 0, 0, 0, 0
"TRIP_NODE_680_A_3", 0.208, 1,    82.1663,   27.4,   0.68421, 2,    82.1663, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_17", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_18", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_19", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_20", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_21", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_22", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
"TRIP_LOAD_680_A_H_23", 0.208, 1,    82.1661,   27.4,   0.68421, 2,    82.1661, -152.6,   0.68421, 0, 0, 0, 0
